1769184006.4487443,162.2674560546875,153.67336497897978,0.0395414688813764,0.0
1769184006.4901094,-1,154.82938286292796,0.032316357106700264,0.0
1769184006.6144857,162.24992752075195,160.28187349890322,-0.0017617093681451478,0.0
1769184006.6542737,-1,161.40516983301907,-0.008782311456369207,0.0
1769184006.706637,162.25204467773438,162.66512192250232,-0.016657012015639516,0.0
1769184006.75253,-1,163.95780945258213,-0.024736309078638285,0.0
1769184006.8316593,162.39435195922852,165.15794907795004,-0.032237181737187724,0.0
1769184006.8716347,-1,166.2773205201448,-0.03923325325090499,0.0
1769184006.949327,162.5901985168457,167.10785294623116,-0.044424080913944765,0.0
1769184007.0137336,-1,168.8738562315323,-0.05546160144707688,-0.006518410762921622
1769184007.091973,-1,171.0153755558015,-0.06884609722375945,-0.00360958459621296
1769184007.1532552,162.6005744934082,170.52273166621734,-0.06576707291385837,-0.002378553642364833
1769184007.1950278,-1,171.63067641838055,-0.07269172761487841,-0.0037322891320532335
1769184007.2484457,163.0158233642578,171.1169720947637,-0.0694810755922731,-0.002478471339394103
1769184007.2844768,-1,172.0359065481588,-0.07522441592599254,-0.003803741247237022
1769184007.3766108,161.82985305786133,172.1027566081078,-0.07564222880067373,-0.0030483864897854276
1769184007.4377627,-1,173.58115356401788,-0.08488220977511177,-0.004151542277345938
1769184007.4821575,159.2852783203125,172.0303071354769,-0.07518941959673064,-0.001915981308283222
1769184007.6062732,-1,174.85011000330476,-0.09281318752065477,-0.004422007463992717
1769184007.6762462,-1,176.4400039792963,-0.10275002487060192,-0.00481948095799061
1769184007.733923,-1,177.74744728727336,-0.1109215455454585,-0.005146341784984862
1769184007.7728944,157.846040725708,174.52745692414535,-0.09079660577590846,-0.001048555930698995
1769184007.8184826,-1,175.45250558247386,-0.09657815989046163,-0.00449556175700945
1769184007.8910909,-1,176.92215350204413,-0.10576345938777579,-0.004862973736902023
1769184007.993938,-1,179.00352745857995,-0.1187720466161247,-0.005383317226035979
1769184008.0355544,-1,179.84409346048608,-0.12402558412803799,-0.005593458726512508
1769184008.0736067,-1,180.61513461252127,-0.12884459132825796,-0.005786219014521306
1769184008.1795607,157.3399543762207,176.50103947573183,-0.10313149672332393,-0.002909982942562125
1769184008.2314239,-1,177.36949721698025,-0.10855935760612656,-0.004864472655630973
1769184008.2813747,151.08137130737305,172.30599376590112,-0.07691246103688201,9.26975853030778e-05
1769184008.3451962,-1,173.16591002787584,-0.08228693767422399,-0.0037119920903177137
1769184008.384525,-1,173.69420328945503,-0.08558877055909395,-0.003844065405712525
1769184008.4739184,146.1249542236328,168.75905574509542,-0.054744098406846395,-0.00046438155197076666
1769184008.5188472,-1,169.21821401566734,-0.057613837597920894,-0.0026234078053913104
1769184008.5917838,144.71071243286133,165.01615519594858,-0.03135096997467866,0.00396325479793071
1769184008.6339707,-1,165.34054253524076,-0.033378390845254735,0.0
1769184008.7079067,-1,165.9049157436948,-0.036905723398092505,0.0
1769184008.7572308,144.29858207702637,162.0973150246752,-0.013108218904219981,0.0
1769184008.83,142.96859741210938,159.16834923397255,0.005197817287671569,0.0
1769184008.9003265,-1,159.44301573727455,0.003481151642034064,0.0
1769184008.9374802,-1,159.58760973467912,0.002577439158255501,0.0
1769184008.9955006,142.77267456054688,156.9267701959231,0.01920768627548064,0.0
1769184009.0420268,-1,157.0434752273374,0.018478279829141186,0.0
1769184009.130756,142.99517631530762,154.93683433244473,0.03164478542222042,0.0
1769184009.1698425,-1,154.99152879784359,0.03130294501347759,0.0
1769184009.211262,143.06401252746582,153.23749802266687,0.04226563735833207,0.0
1769184009.2518358,-1,153.25982679831202,0.042126082510549875,0.0
1769184009.342189,-1,153.30929912927937,0.041816880442003955,0.0
1769184009.444527,143.07769775390625,151.71595608937136,0.051775274441429,0.004605797451373123
1769184009.5006616,-1,151.70444634920756,0.05184721031745276,0.0020802788015708783
1769184009.5846226,143.06653022766113,150.34695115334438,0.06033155529159764,0.0029188000704385387
1769184009.6276824,-1,150.31229486796906,0.060548157075193385,0.0024470516681835944
1769184009.7110946,143.22576522827148,149.1945362348569,0.0675341485321443,0.003120791025336557
1769184009.7502944,-1,149.14471924044176,0.06784550474723901,0.0027533885665930275
1769184009.8230767,-1,149.05253722746386,0.06842164232835088,0.0027764340698374977
1769184009.8653016,143.58845710754395,148.19570889610856,0.07377681939932153,0.003587584922013455
1769184009.9388611,143.59575271606445,147.4615127034587,0.07836554560338307,0.0034462900886560307
1769184009.9833999,-1,147.37776669793635,0.0788889581378978,0.0032141563430355237
1769184010.0217745,-1,147.30595202703591,0.07933779983102554,0.0032321100107606296
1769184010.0692308,-1,147.21695655616844,0.07989402152394724,0.0032543588784775005
1769184010.1091962,144.3769645690918,146.75473526231488,0.08278290461053199,0.0036735626323361704
1769184010.1464338,-1,146.67871771208013,0.0832580142994992,0.003393983187831897
1769184010.186266,144.3659782409668,146.30418545598775,0.08559884090007656,0.003718488362115069
1769184010.2306423,-1,146.20810132068144,0.08619936674574102,0.0035154409996248363
1769184010.269783,-1,146.1236423002618,0.08672723562336379,0.00353655575472974
1769184010.3164546,144.3914794921875,145.8105975308238,0.08868376543235126,0.003757141927433925
1769184010.3594825,-1,145.71389092438653,0.08928818172258417,0.003641721080581054
1769184010.3968997,-1,145.62979351973112,0.08981379050168048,0.003662745431744906
1769184010.450467,144.31886672973633,145.35563519077365,0.09152728005766467,0.0038211385936461027
